product_id,review_count_observed,review_avg_rating,recommendation_rate,avg_helpfulness,avg_review_length,skin_share_dry,theme_lightweight_count,theme_greasy_count,theme_hydrating_count,theme_drying_count,theme_fragrance_count,theme_irritation_count,theme_breakout_count,theme_absorption_count,theme_sticky_count,theme_texture_count,theme_effective_count,skin_share_unknown,skin_share_combination,skin_share_normal,skin_share_oily,skin_share_sensitive
P441644,5854,4.210625213529211,0.8010591350397176,0.786404256330768,300.65937820293817,0.17167748548001366,35,794,466,2040,1161,1099,1274,10,16,2652,912,0.03894772804919713,0.5334813802528185,0.12060129825760164,0.13529210796036897,0.0
P427417,5795,4.241415012942191,0.8308886971527178,0.8065226622031748,319.41639344262296,0.1097497842968076,40,1079,755,637,91,838,3069,149,324,1152,1755,0.013287316652286454,0.5698015530629853,0.08490077653149267,0.22226056945642794,0.0
P309308,5400,4.337407407407407,0.8451925529201735,0.7184743436872193,434.8246296296296,0.1511111111111111,51,414,631,606,1110,1072,1419,162,82,1911,1930,0.1574074074074074,0.4748148148148148,0.11351851851851852,0.10314814814814814,0.0
P411540,5321,3.9894756624694607,0.7445960125918153,0.8167391099806949,397.17252396166134,0.21048675061078745,117,746,1115,898,302,689,909,88,128,1398,1495,0.07630144709641044,0.5062958090584476,0.10186055252772035,0.10505544070663408,0.0
P42204,5200,4.645,0.853035143769968,0.7996489792343294,252.31692307692308,0.10673076923076923,24,248,1089,1528,1187,205,71,63,478,913,1002,0.29673076923076924,0.3817307692307692,0.13173076923076923,0.08307692307692308,0.0
P471546,5035,4.0156901688182725,0.753516409912927,0.821167513945538,398.73763654419065,0.2109235352532274,114,699,1067,840,286,655,866,84,119,1317,1421,0.0788480635551142,0.5068520357497517,0.09930486593843098,0.10407149950347568,0.0
P248404,4729,4.373863396066822,0.851193499238192,0.7743601325396275,299.0911397758511,0.16895749629942905,20,511,511,1769,711,1795,1126,6,5,1728,906,0.2368365404948192,0.4299006132374709,0.08416155635440897,0.08014379361387186,0.0
P443352,4600,4.695869565217391,0.951304347826087,0.7131712673764673,331.90608695652173,0.1667391304347826,14,227,165,679,389,1004,565,27,9,2338,1193,0.025,0.5660869565217391,0.12108695652173913,0.12108695652173913,0.0
P423688,4600,4.695869565217391,0.951304347826087,0.7131712673764673,331.90608695652173,0.1667391304347826,14,227,165,679,389,1004,565,27,9,2338,1193,0.025,0.5660869565217391,0.12108695652173913,0.12108695652173913,0.0
P421275,4576,4.1774475524475525,0.8111407012871726,0.7406917348195146,308.97465034965035,0.13417832167832167,2,57,62,259,11,297,3248,82,56,344,2478,0.04108391608391608,0.559222027972028,0.11123251748251749,0.15428321678321677,0.0
P297524,4526,4.329209014582413,0.8692257644762524,0.8054288730635994,311.78281042863455,0.044631020768890854,3,558,302,977,132,674,1154,28,7,1743,1209,0.6475916924436589,0.21254971277065843,0.04286345558992488,0.05236411842686699,0.0
